id,code,short_name,full_name,list_status_id,list_status,issuer,company_code,exchange_code,exchange,currency_id,coupon_type_id,coupon_type,coupon_frequency,payment_type_id,payment_type,par,repayment_period,bond_type_id,bond_type,bond_form_id,bond_form,list_date,delist_Date,interest_begin_date,maturity_date,interest_date,last_cash_date,cash_comment,maturity
27922,0401031,04央行票据31,2004年第三十一期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2004-04-15,2004-07-04,2004-04-14,2004-07-14,,2004-07-14,,91 days
27934,0401035,04央行票据35,2004年第三十五期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2004-05-20,2004-08-09,2004-05-19,2004-08-19,,2004-08-19,,92 days
27936,0401038,04央行票据38,2004年第三十八期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2004-05-27,2004-08-16,2004-05-26,2004-08-26,,2004-08-26,,92 days
27944,0401040,04央行票据40,2004年第四十期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2004-06-03,2004-08-23,2004-06-02,2004-09-02,,2004-09-02,,92 days
27952,0401044,04央行票据44,2004年第四十四期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2004-06-24,2004-09-13,2004-06-23,2004-09-23,,2004-09-23,,92 days
27955,0401045,04央行票据45,2004年第四十五期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2004-07-01,2004-09-20,2004-06-30,2004-09-30,,2004-09-30,,92 days
27956,0401051,04央行票据51,2004年第五十一期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2004-07-08,2004-09-27,2004-07-07,2004-10-07,,2004-10-07,,92 days
27961,0401053,04央行票据53,2004年第五十三期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2004-07-15,2004-10-04,2004-07-14,2004-10-14,,2004-10-14,,92 days
27963,0401055,04央行票据55,2004年第五十五期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2004-07-22,2004-10-11,2004-07-21,2004-10-21,,2004-10-21,,92 days
27968,0401059,04央行票据59,2004年第五十九期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2004-08-06,2004-10-09,2004-08-06,2004-11-08,,2004-11-08,,94 days
27974,0401061,04央行票据61,2004年第六十一期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2004-08-13,2004-11-05,2004-08-13,2004-11-15,,2004-11-15,,94 days
27976,0401063,04央行票据63,2004年第六十三期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2004-08-20,2004-11-12,2004-08-20,2004-11-22,,2004-11-22,,94 days
27981,0401065,04央行票据65,2004年第六十五期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2004-08-27,2004-11-19,2004-08-27,2004-11-29,,2004-11-29,,94 days
27984,0401067,04央行票据67,2004年第六十七期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2004-09-03,2004-11-23,2004-09-03,2004-12-03,,2004-12-03,,91 days
27987,0401069,04央行票据69,2004年第六十九期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2004-09-10,2004-11-30,2004-09-10,2004-12-10,,2004-12-10,,91 days
27990,0401071,04央行票据71,2004年第七十一期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2004-09-17,2004-12-07,2004-09-17,2004-12-17,,2004-12-17,,91 days
28002,0401074,04央行票据74,2004年第七十四期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2004-09-24,2004-12-14,2004-09-24,2004-12-24,,2004-12-24,,91 days
28003,0401075,04央行票据75,2004年第七十五期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2004-09-29,2004-12-19,2004-09-29,2004-12-29,,2004-12-29,,91 days
28020,0401078,04央行票据78,2004年第七十八期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2004-10-15,2005-01-14,2004-10-15,2005-01-17,,2005-01-17,,94 days
28024,0401080,04央行票据80,2004年第八十期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2004-10-22,2005-01-21,2004-10-22,2005-01-24,,2005-01-24,,94 days
28027,0401082,04央行票据82,2004年第八十二期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2004-10-29,2005-01-25,2004-10-29,2005-01-28,,2005-01-28,,91 days
28032,0401084,04央行票据84,2004年第八十四期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2004-11-05,2005-02-01,2004-11-05,2005-02-04,,2005-02-04,,91 days
28037,0401086,04央行票据86,2004年第八十六期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,2,703019,央行票据,704001,记账式,2004-11-12,2005-02-04,2004-11-12,2005-02-07,,2005-02-07,,87 days
28042,0401088,04央行票据88,2004年第八十八期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2004-11-19,2005-02-15,2004-11-19,2005-02-18,,2005-02-18,,91 days
28048,0401090,04央行票据90,2004年第九十期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2004-11-26,2005-02-22,2004-11-26,2005-02-25,,2005-02-25,,91 days
28051,0401092,04央行票据92,2004年第九十二期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2004-12-03,2005-03-01,2004-12-03,2005-03-04,,2005-03-04,,91 days
28060,0401095,04央行票据95,2004年第九十五期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2004-12-10,2005-03-08,2004-12-10,2005-03-11,,2005-03-11,,91 days
28071,0401099,04央行票据99,2004年第九十九期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2004-12-17,2005-03-15,2004-12-17,2005-03-18,,2005-03-18,,91 days
28076,0401101,04央票101,2004年第一百零一期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2004-12-24,2005-03-22,2004-12-24,2005-03-25,,2005-03-25,,91 days
28083,0401105,04央行票据105,2004年第一百零五期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2004-12-31,2005-03-29,2004-12-31,2005-04-01,,2005-04-01,,91 days
28087,0501004,05央行票据04,2005年第四期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2005-01-07,2005-04-05,2005-01-07,2005-04-08,,2005-04-08,,91 days
28092,0501009,05央行票据09,2005年第九期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2005-01-14,2005-04-12,2005-01-14,2005-04-15,,2005-04-15,,91 days
28095,0501012,05央行票据12,2005年第十二期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2005-01-21,2005-04-19,2005-01-21,2005-04-22,,2005-04-22,,91 days
28099,0501014,05央行票据14,2005年第十四期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2005-03-17,2005-06-13,2005-03-17,2005-06-16,,2005-06-16,,91 days
28106,0501016,05央行票据16,2005年第十六期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2005-02-18,2005-05-17,2005-02-18,2005-05-20,,2005-05-20,,91 days
28114,0501020,05央行票据20,2005年第二十期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2005-02-25,2005-05-24,2005-02-25,2005-05-27,,2005-05-27,,91 days
28119,0501024,05央行票据24,2005年第二十四期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2005-03-04,2005-05-31,2005-03-04,2005-06-03,,2005-06-03,,91 days
28128,0501028,05央行票据28,2005年第二十八期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2005-03-11,2005-06-07,2005-03-11,2005-06-10,,2005-06-10,,91 days
28135,0501032,05央行票据32,2005年第三十二期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2005-03-18,2005-06-14,2005-03-18,2005-06-17,,2005-06-17,,91 days
28138,0501035,05央行票据35,2005年第三十五期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2005-03-25,2005-06-21,2005-03-25,2005-06-24,,2005-06-24,,91 days
28141,0501038,05央行票据38,2005年第三十八期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2005-04-01,2005-06-28,2005-04-01,2005-07-01,,2005-07-01,,91 days
28146,0501041,05央行票据41,2005年第四十一期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2005-04-08,2005-07-05,2005-04-08,2005-07-08,,2005-07-08,,91 days
28151,0501044,05央行票据44,2005年第四十四期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2005-04-15,2005-07-12,2005-04-15,2005-07-15,,2005-07-15,,91 days
28156,0501047,05央行票据47,2005年第四十七期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2005-04-22,2005-07-19,2005-04-22,2005-07-22,,2005-07-22,,91 days
28161,0501050,05央行票据50,2005年第五十期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2005-04-29,2005-07-26,2005-04-29,2005-07-29,,2005-07-29,,91 days
28169,0501053,05央行票据53,2005年第五十三期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2005-05-13,2005-08-09,2005-05-13,2005-08-12,,2005-08-12,,91 days
28179,0501056,05央行票据56,2005年第五十六期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2005-05-20,2005-08-16,2005-05-20,2005-08-19,,2005-08-19,,91 days
28182,0501059,05央行票据59,2005年第五十九期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2005-05-27,2005-08-23,2005-05-27,2005-08-26,,2005-08-26,,91 days
28191,0501061,05央行票据61,2005年第六十一期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,2,703019,央行票据,704001,记账式,2005-06-03,2005-08-30,2005-06-03,2005-09-02,,2005-09-02,,91 days
28198,0501063,05央行票据63,2005年第六十三期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2005-06-10,2005-09-06,2005-06-10,2005-09-09,,2005-09-09,,91 days
28203,0501065,05央行票据65,2005年第六十五期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2005-06-17,2005-09-13,2005-06-17,2005-09-16,,2005-09-16,,91 days
28208,0501067,05央行票据67,2005年第六十七期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2005-06-24,2005-09-20,2005-06-24,2005-09-23,,2005-09-23,,91 days
28215,0501069,05央行票据69,2005年第六十九期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2005-07-01,2005-09-27,2005-07-01,2005-09-30,,2005-09-30,,91 days
28230,0501071,05央行票据71,2005年第七十一期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2005-07-08,2005-09-28,2005-07-08,2005-10-08,,2005-10-08,,92 days
28239,0501073,05央行票据73,2005年第七十三期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2005-07-15,2005-10-11,2005-07-15,2005-10-14,,2005-10-14,,91 days
28244,0501075,05央行票据75,2005年第七十五期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2005-07-22,2005-10-18,2005-07-22,2005-10-21,,2005-10-21,,91 days
28255,0501077,05央行票据77,2005年第七十七期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2005-07-29,2005-10-25,2005-07-29,2005-10-28,,2005-10-28,,91 days
28265,0501079,05央行票据79,2005年第七十九期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2005-08-05,2005-11-01,2005-08-05,2005-11-04,,2005-11-04,,91 days
28275,0501081,05央行票据81,2005年第八十一期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2005-08-12,2005-11-08,2005-08-12,2005-11-11,,2005-11-11,,91 days
28283,0501083,05央行票据83,2005年第八十三期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2005-08-19,2005-11-15,2005-08-19,2005-11-18,,2005-11-18,,91 days
28289,0501085,05央行票据85,2005年第八十五期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2005-08-26,2005-11-22,2005-08-26,2005-11-25,,2005-11-25,,91 days
28293,0501087,05央行票据87,2005年第八十七期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2005-09-02,2005-11-29,2005-09-02,2005-12-02,,2005-12-02,,91 days
28302,0501089,05央行票据89,2005年第八十九期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2005-09-09,2005-12-06,2005-09-09,2005-12-09,,2005-12-09,,91 days
28314,0501091,05央行票据91,2005年第九十一期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2005-09-16,2005-12-13,2005-09-16,2005-12-16,,2005-12-16,,91 days
28320,0501093,05央行票据93,2005年第九十三期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2005-09-23,2005-12-20,2005-09-23,2005-12-23,,2005-12-23,,91 days
28325,0501095,05央行票据95,2005年第九十五期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2005-09-30,2005-12-27,2005-09-30,2005-12-30,,2005-12-30,,91 days
28342,0501097,05央行票据97,2005年第九十七期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2005-10-14,2006-01-10,2005-10-14,2006-01-13,,2006-01-13,,91 days
28353,0501100,05央行票据100,2005年第一百期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2005-10-21,2006-01-17,2005-10-21,2006-01-20,,2006-01-20,,91 days
28362,0501103,05央票103,2005年第一百零三期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2005-10-28,2006-01-24,2005-10-28,2006-01-27,,2006-01-27,,91 days
28369,0501106,05央票106,2005年第一百零六期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2005-11-04,2006-01-26,2005-11-04,2006-02-05,,2006-02-05,,93 days
28386,0501109,05央票109,2005年第一百零九期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2005-11-11,2006-02-07,2005-11-11,2006-02-10,,2006-02-10,,91 days
28394,0501112,05央票112,2005年第一百一十二期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2005-11-18,2006-02-14,2005-11-18,2006-02-17,,2006-02-17,,91 days
28413,0501115,05央票115,2005年第一百一十五期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2005-11-25,2006-02-21,2005-11-25,2006-02-24,,2006-02-24,,91 days
28422,0501118,05央票118,2005年第一百一十八期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2005-12-02,2006-02-28,2005-12-02,2006-03-03,,2006-03-03,,91 days
28489,0601005,06央行票据05,2006年第五期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2006-02-10,2006-05-09,2006-02-10,2006-05-12,,2006-05-12,,91 days
28498,0601007,06央行票据07,2006年第七期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2006-02-17,2006-05-16,2006-02-17,2006-05-19,,2006-05-19,,91 days
28509,0601009,06央行票据09,2006年第九期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2006-02-24,2006-05-23,2006-02-24,2006-05-26,,2006-05-26,,91 days
28513,0601011,06央行票据11,2006年第十一期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2006-03-03,2006-05-30,2006-03-03,2006-06-02,,2006-06-02,,91 days
28521,0601013,06央行票据13,2006年第十三期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2006-03-10,2006-06-06,2006-03-10,2006-06-09,,2006-06-09,,91 days
28558,0601017,06央行票据17,2006年第十七期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2006-03-24,2006-06-20,2006-03-24,2006-06-23,,2006-06-23,,91 days
28599,0601019,06央行票据19,2006年第十九期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2006-03-31,2006-06-27,2006-03-31,2006-06-30,,2006-06-30,,91 days
28623,0601021,06央行票据21,2006年第二十一期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2006-04-07,2006-07-04,2006-04-07,2006-07-07,,2006-07-07,,91 days
28636,0601023,06央行票据23,2006年第二十三期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2006-04-14,2006-07-11,2006-04-14,2006-07-14,,2006-07-14,,91 days
28644,0601025,06央行票据25,2006年第二十五期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2006-04-21,2006-07-18,2006-04-21,2006-07-21,,2006-07-21,,91 days
28652,0601027,06央行票据27,2006年第二十七期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2006-04-28,2006-07-25,2006-04-28,2006-07-28,,2006-07-28,,91 days
28667,0601029,06央行票据29,2006年第二十九期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2006-05-12,2006-08-08,2006-05-12,2006-08-11,,2006-08-11,,91 days
28680,0601032,06央行票据32,2006年第三十二期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2006-05-19,2006-08-15,2006-05-19,2006-08-18,,2006-08-18,,91 days
28698,0601034,06央行票据34,2006年第三十四期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2006-05-26,2006-08-22,2006-05-26,2006-08-25,,2006-08-25,,91 days
28716,0601036,06央行票据36,2006年第三十六期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2006-06-02,2006-08-29,2006-06-02,2006-09-01,,2006-09-01,,91 days
