id,code,short_name,full_name,list_status_id,list_status,issuer,company_code,exchange_code,exchange,currency_id,coupon_type_id,coupon_type,coupon_frequency,payment_type_id,payment_type,par,repayment_period,bond_type_id,bond_type,bond_form_id,bond_form,list_date,delist_Date,interest_begin_date,maturity_date,interest_date,last_cash_date,cash_comment,maturity
28729,0601038,06央行票据38,2006年第三十八期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2006-06-09,2006-09-05,2006-06-09,2006-09-08,,2006-09-08,,91 days
28747,0601041,06央行票据41,2006年第四十一期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2006-06-16,2006-09-12,2006-06-16,2006-09-15,,2006-09-15,,91 days
28757,0601043,06央行票据43,2006年第四十三期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2006-06-23,2006-09-19,2006-06-23,2006-09-22,,2006-09-22,,91 days
28773,0601045,06央行票据45,2006年第四十五期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2006-06-30,2006-09-26,2006-06-30,2006-09-29,,2006-09-29,,91 days
28780,0601047,06央行票据47,2006年第四十七期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2006-07-07,2006-09-28,2006-07-07,2006-10-08,,2006-10-08,,93 days
28788,0601049,06央行票据49,2006年第四十九期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2006-07-14,2006-10-10,2006-07-14,2006-10-13,,2006-10-13,,91 days
28804,0601052,06央行票据52,2006年第五十二期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2006-07-21,2006-10-17,2006-07-21,2006-10-20,,2006-10-20,,91 days
28819,0601054,06央行票据54,2006年第五十四期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2006-07-28,2006-10-24,2006-07-28,2006-10-27,,2006-10-27,,91 days
28827,0601056,06央行票据56,2006年第五十六期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2006-08-04,2006-10-31,2006-08-04,2006-11-03,,2006-11-03,,91 days
28839,0601059,06央行票据59,2006年第五十九期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2006-08-11,2006-11-07,2006-08-11,2006-11-10,,2006-11-10,,91 days
28850,0601061,06央行票据61,2006年第六十一期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2006-08-18,2006-11-14,2006-08-18,2006-11-17,,2006-11-17,,91 days
28853,0601063,06央行票据63,2006年第六十三期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2006-08-25,2006-11-21,2006-08-25,2006-11-24,,2006-11-24,,91 days
28862,0601065,06央行票据65,2006年第六十五期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2006-09-01,2006-11-28,2006-09-01,2006-12-01,,2006-12-01,,91 days
28869,0601067,06央行票据67,2006年第六十七期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2006-09-08,2006-12-05,2006-09-08,2006-12-08,,2006-12-08,,91 days
28881,0601069,06央行票据69,2006年第六十九期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2006-09-15,2006-12-12,2006-09-15,2006-12-15,,2006-12-15,,91 days
28896,0601071,06央行票据71,2006年第七十一期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2006-09-22,2006-12-19,2006-09-22,2006-12-22,,2006-12-22,,91 days
28916,0601073,06央行票据73,2006年第七十三期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2006-09-29,2006-12-26,2006-09-29,2006-12-29,,2006-12-29,,91 days
28925,0601075,06央行票据75,2006年第七十五期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2006-10-13,2007-01-09,2006-10-13,2007-01-12,,2007-01-12,,91 days
28941,0601077,06央行票据77,2006年第七十七期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2006-10-20,2007-01-16,2006-10-20,2007-01-19,,2007-01-19,,91 days
28958,0601079,06央行票据79,2006年第七十九期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2006-10-27,2007-01-23,2006-10-27,2007-01-26,,2007-01-26,,91 days
28967,0601081,06央行票据81,2006年第八十一期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2006-11-03,2007-01-30,2006-11-03,2007-02-02,,2007-02-02,,91 days
28981,0601083,06央行票据83,2006年第八十三期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2006-11-10,2007-02-06,2006-11-10,2007-02-09,,2007-02-09,,91 days
28995,0601085,06央行票据85,2006年第八十五期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2006-11-17,2007-02-13,2006-11-17,2007-02-16,,2007-02-16,,91 days
29021,0601088,06央行票据88,2006年第八十八期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2006-12-01,2007-02-27,2006-12-01,2007-03-02,,2007-03-02,,91 days
29030,0601090,06央行票据90,2006年第九十期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2006-12-08,2007-03-06,2006-12-08,2007-03-09,,2007-03-09,,91 days
29045,0601093,06央行票据93,2006年第九十三期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2006-12-15,2007-03-13,2006-12-15,2007-03-16,,2007-03-16,,91 days
29056,0601095,06央行票据95,2006年第九十五期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2006-12-22,2007-03-20,2006-12-22,2007-03-23,,2007-03-23,,91 days
29069,0601097,06央行票据97,2006年第九十七期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2006-12-29,2007-03-27,2006-12-29,2007-03-30,,2007-03-30,,91 days
29084,0701003,07央行票据03,2007年第三期中央银行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2007-01-12,2007-04-10,2007-01-12,2007-04-13,,2007-04-13,,91 days
29092,0701005,07央行票据05,2007年第五期中央银行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2007-01-19,2007-04-17,2007-01-19,2007-04-20,,2007-04-20,,91 days
29100,0701008,07央行票据08,2007年第八期中央银行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2007-01-26,2007-04-24,2007-01-26,2007-04-27,,2007-04-27,,91 days
29115,0701011,07央行票据11,2007年第十一期中央银行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2007-02-02,2007-04-28,2007-02-02,2007-05-08,,2007-05-08,,95 days
29121,0701014,07央行票据14,2007年第十四期中央银行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2007-02-09,2007-05-08,2007-02-09,2007-05-11,,2007-05-11,,91 days
29136,0701017,07央行票据17,2007年第十七期中央银行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2007-03-02,2007-05-29,2007-03-02,2007-06-01,,2007-06-01,,91 days
29150,0701020,07央行票据20,2007年第二十期中央银行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2007-03-09,2007-06-05,2007-03-09,2007-06-08,,2007-06-08,,91 days
29162,0701024,07央行票据24,2007年第二十四期中央银行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2007-03-16,2007-06-12,2007-03-16,2007-06-15,,2007-06-15,,91 days
29173,0701027,07央行票据27,2007年第二十七期中央银行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2007-03-23,2007-06-19,2007-03-23,2007-06-22,,2007-06-22,,91 days
29191,0701030,07央行票据30,2007年第三十期中央银行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2007-03-30,2007-06-26,2007-03-30,2007-06-29,,2007-06-29,,91 days
29202,0701033,07央行票据33,2007年第三十三期央行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2007-04-06,2007-07-03,2007-04-06,2007-07-06,,2007-07-06,,91 days
29215,0701036,07央行票据36,2007年第三十六期中央银行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2007-04-13,2007-07-10,2007-04-13,2007-07-13,,2007-07-13,,91 days
29222,0701039,07央行票据39,2007年第三十九期中央银行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2007-04-20,2007-07-17,2007-04-20,2007-07-20,,2007-07-20,,91 days
29235,0701042,07央行票据42,2007年第四十二期中央银行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2007-04-27,2007-07-24,2007-04-27,2007-07-27,,2007-07-27,,91 days
29257,0701045,07央行票据45,2007年第四十五期中央银行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2007-05-11,2007-08-07,2007-05-11,2007-08-10,,2007-08-10,,91 days
29270,0701049,07央行票据49,2007年第四十九期中央银行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2007-05-18,2007-08-14,2007-05-18,2007-08-17,,2007-08-17,,91 days
29279,0701052,07央行票据52,2007年第五十二期中央银行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2007-05-25,2007-08-21,2007-05-25,2007-08-24,,2007-08-24,,91 days
29289,0701055,07央行票据55,2007年第五十五期中央银行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2007-06-01,2007-08-28,2007-06-01,2007-08-31,,2007-08-31,,91 days
29309,0701058,07央行票据58,2007年第五十八期中央银行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2007-06-08,2007-09-04,2007-06-08,2007-09-07,,2007-09-07,,91 days
29330,0701061,07央行票据61,2007年第六十一期中央银行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2007-06-15,2007-09-11,2007-06-15,2007-09-14,,2007-09-14,,91 days
29351,0701064,07央行票据64,2007年第六十四期中央银行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2007-06-22,2007-09-18,2007-06-22,2007-09-21,,2007-09-21,,91 days
29365,0701067,07央行票据67,2007年第六十七期中央银行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2007-06-29,2007-09-25,2007-06-29,2007-09-28,,2007-09-28,,91 days
29381,0701070,07央行票据70,2007年第七十期中央银行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2007-07-06,2007-09-28,2007-07-06,2007-10-08,,2007-10-08,,94 days
29393,0701073,07央行票据73,2007年第七十三期中央银行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2007-07-13,2007-10-09,2007-07-13,2007-10-12,,2007-10-12,到期按面值100元兑付,91 days
29404,0701077,07央行票据77,2007年第七十七期中央银行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2007-07-20,2007-10-16,2007-07-20,2007-10-19,,2007-10-19,,91 days
29416,0701080,07央行票据80,2007年第八十期中央银行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2007-07-27,2007-10-23,2007-07-27,2007-10-26,,2007-10-26,,91 days
29429,0701083,07央行票据83,2007年第八十三期中央银行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2007-08-03,2007-10-30,2007-08-03,2007-11-02,,2007-11-02,,91 days
29446,0701086,07央行票据86,2007年第八十六期中央银行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2007-08-10,2007-11-06,2007-08-10,2007-11-09,,2007-11-09,到期按面值兑付,91 days
29465,0701089,07央行票据89,2007年第八十九期中央银行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2007-08-17,2007-11-13,2007-08-17,2007-11-16,,2007-11-16,,91 days
29479,0701093,07央行票据93,2007年第九十三期中央银行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2007-08-24,2007-11-20,2007-08-24,2007-11-23,,2007-11-23,,91 days
29494,0701096,07央行票据96,2007年第九十六期中央银行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2007-08-31,2007-11-27,2007-08-31,2007-11-30,,2007-11-30,,91 days
29517,0701099,07央行票据99,2007年第九十九期中央银行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2007-09-07,2007-12-04,2007-09-07,2007-12-07,,2007-12-07,,91 days
29534,0701102,07央票102,2007年第一百零二期中央银行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2007-09-14,2007-12-11,2007-09-14,2007-12-14,,2007-12-14,,91 days
29541,0701104,07央票104,2007年第一百零四期中央银行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2007-09-21,2007-12-18,2007-09-21,2007-12-21,,2007-12-21,,91 days
29558,0701106,07央票106,2007年第一百零六期中央银行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2007-09-28,2007-12-25,2007-09-28,2007-12-28,,2007-12-28,,91 days
29580,0701109,07央票109,2007年第一百零九期中央银行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2007-10-12,2008-01-08,2007-10-12,2008-01-11,,2008-01-11,,91 days
29600,0701112,07央票112,2007年第一百一十二期中央银行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2007-10-19,2008-01-15,2007-10-19,2008-01-18,,2008-01-18,,91 days
29610,0701114,07央票114,2007年第一百一十四期中央银行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2007-10-26,2008-01-22,2007-10-26,2008-01-25,,2008-01-25,,91 days
29623,0701117,07央票117,2007年第一百一十七期中央银行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2007-11-02,2008-01-29,2007-11-02,2008-02-01,,2008-02-01,,91 days
29641,0701120,07央票120,2007年第一百二十期中央银行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,2,703019,央行票据,704001,记账式,2007-11-09,2008-01-31,2007-11-09,2008-02-05,,2008-02-05,,88 days
29660,0701123,07央票123,2007年第一百二十三期中央银行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2007-11-16,2008-02-05,2007-11-16,2008-02-15,,2008-02-15,,91 days
29673,0701126,07央票126,2007年第一百二十六期中央银行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2007-11-23,2008-02-19,2007-11-23,2008-02-22,,2008-02-22,,91 days
29690,0701129,07央票129,2007年第一百二十九期中央银行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2007-11-30,2008-02-26,2007-11-30,2008-02-29,,2008-02-29,,91 days
29711,0701132,07央票132,2007年第一百三十二期中央银行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2007-12-07,2008-03-04,2007-12-07,2008-03-07,,2008-03-07,,91 days
29723,0701135,07央票135,2007年第一百三十五期中央银行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2007-12-14,2008-03-11,2007-12-14,2008-03-14,,2008-03-14,,91 days
29738,0701138,07央票138,2007年第一百三十八期中央银行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2007-12-21,2008-03-18,2007-12-21,2008-03-21,,2008-03-21,,91 days
29760,0701141,07央票141,2007年第一百四十一期中央银行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2007-12-28,2008-03-25,2007-12-28,2008-03-28,,2008-03-28,,91 days
29768,0801003,08央行票据03,2008年第三期中央银行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2008-01-04,2008-03-31,2008-01-04,2008-04-03,,2008-04-03,,90 days
29785,0801006,08央行票据06,2008年第六期中央银行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2008-01-11,2008-04-08,2008-01-11,2008-04-11,,2008-04-11,,91 days
29802,0801009,08央行票据09,2008年第九期中央银行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2008-01-18,2008-04-15,2008-01-18,2008-04-18,,2008-04-18,,91 days
29816,0801012,08央行票据12,2008年第十二期中央银行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2008-01-25,2008-04-22,2008-01-25,2008-04-25,,2008-04-25,,91 days
29831,0801015,08央行票据15,2008年第十五期中央银行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2008-02-01,2008-04-25,2008-02-01,2008-04-30,,2008-04-30,,89 days
29840,0801018,08央行票据18,2008年第十八期中央银行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2008-02-15,2008-05-13,2008-02-15,2008-05-16,,2008-05-16,,91 days
29861,0801021,08央行票据21,2008年第二十一期中央银行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2008-02-22,2008-05-20,2008-02-22,2008-05-23,,2008-05-23,,91 days
29876,0801024,08央行票据24,2008年第二十四期中央银行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2008-02-29,2008-05-27,2008-02-29,2008-05-30,,2008-05-30,,91 days
29886,0801027,08央行票据27,2008年第二十七期中央银行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2008-03-07,2008-06-03,2008-03-07,2008-06-06,,2008-06-06,,91 days
29908,0801030,08央行票据30,2008年第三十期中央银行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2008-03-14,2008-06-10,2008-03-14,2008-06-13,,2008-06-13,,91 days
29924,0801033,08央行票据33,2008年第三十三期中央银行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2008-03-21,2008-06-17,2008-03-21,2008-06-20,,2008-06-20,,91 days
29938,0801036,08央行票据36,2008年第三十六期中央银行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2008-03-28,2008-06-24,2008-03-28,2008-06-27,,2008-06-27,,91 days
29957,0801039,08央行票据39,2008年第三十九期中央银行票据,301006,终止上市,中国人民银行,,705007,银行间债券市场,人民币,701005,贴现,,,,100.0,3,703019,央行票据,704001,记账式,2008-04-07,2008-07-02,2008-04-07,2008-07-07,,2008-07-07,,91 days
